city,state,country,population,zip_code
Araceli,Palawan,Philippines,14434,32943
Lengede,Lower Saxony,Germany,14433,97051
Kalocsa,Bacs-Kiskun,Hungary,14433,72860
Junqan,Chahar Mahal va Bakhtiari,Iran,14433,76287
Ampohibe,Antsiranana,Madagascar,14433,80880
Perai,Pulau Pinang,Malaysia,14433,43973
Busembatia,Bugweri,Uganda,14431,85048
Kolwara,Bihar,India,14430,46655
Ascension,Santa Cruz,Bolivia,14429,84158
Morroa,Sucre,Colombia,14429,74177
Baqiabad,Uttar Pradesh,India,14429,69509
Satwas,Madhya Pradesh,India,14428,70461
Bagulin,La Union,Philippines,14428,28658
Aartselaar,Flanders,Belgium,14427,46133
Saint-Gilles,Occitanie,France,14427,93183
Davorlim,Goa,India,14426,30620
Alur,Andhra Pradesh,India,14426,47067
Ulchin,Gyeongbuk,"Korea, South",14426,79269
Dollis Hill,Brent,United Kingdom,14425,39675
Painan,Sumatera Barat,Indonesia,14425,77201
Dornakal,Andhra Pradesh,India,14425,10860
Lavaltrie,Quebec,Canada,14425,37618
Villa Vasquez,Cibao Noroeste,Dominican Republic,14424,37916
Tirkarur,Kerala,India,14424,87217
Gryazovets,Vologodskaya Oblast,Russia,14424,92056
Kharki,Jharkhand,India,14423,97667
Clarksdale,Mississippi,United States,14423,32878
Belvedere Park,Georgia,United States,14422,86960
Preveza,Ipeiros,Greece,14421,48554
Canteleu,Normandie,France,14420,36796
Mantaly,Antsiranana,Madagascar,14420,19345
East Bridgewater,Massachusetts,United States,14420,71518
Zhabinka,Brestskaya Voblasts,Belarus,14418,32584
Korsor,Sjlland,Denmark,14418,21598
Barhi,Madhya Pradesh,India,14418,83861
Auray,Bretagne,France,14417,28445
Middlewich,Cheshire East,United Kingdom,14416,53813
General Cabrera,Cordoba,Argentina,14415,13730
Vadugapatti,Tamil Nadu,India,14415,21684
Gorbea,Araucania,Chile,14414,67470
Magurele,Ilfov,Romania,14414,44563
New Cassel,New York,United States,14414,20041
Killarney,Kerry,Ireland,14412,63465
Saint-Maurice,Ile-de-France,France,14411,83723
Chateau-d'Olonne,Pays de la Loire,France,14411,71320
General MacArthur,Eastern Samar,Philippines,14411,42624
San Sebastian,San Vicente,El Salvador,14411,86455
Ghora Gali,Punjab,Pakistan,14410,13726
Chik Banavar,Karnataka,India,14409,60393
Yerere,Kayes,Mali,14408,11843
Farmington,New York,United States,14408,64929
Paidiipalli,Andhra Pradesh,India,14407,68856
Valbom,Porto,Portugal,14407,75460
Sukhinichi,Kaluzhskaya Oblast,Russia,14407,23754
East Greenwich,Rhode Island,United States,14407,38853
Itau de Minas,Minas Gerais,Brazil,14406,69560
Markdorf,Baden-Wurttemberg,Germany,14406,77816
Mutyalapalle,Andhra Pradesh,India,14406,83332
Scottsbluff,Nebraska,United States,14406,14567
Washington Court House,Ohio,United States,14406,84836
Nagra,Uttar Pradesh,India,14405,72118
Haldibari,West Bengal,India,14404,68886
Landau an der Isar,Bavaria,Germany,14402,67724
Hetton le Hole,Sunderland,United Kingdom,14402,42150
Baoshan,Hsinchu,Taiwan,14402,76791
Alindao,Basse-Kotto,Central African Republic,14401,16462
Tupran,Andhra Pradesh,India,14401,93578
Bo,Hoa Binh,Vietnam,14401,37560
Wangjiaxian,Gansu,China,14400,94568
San Antonio,Tolima,Colombia,14400,87686
Concepcion Quezaltepeque,Chalatenango,El Salvador,14400,13371
Bo`ston,Qoraqalpogiston,Uzbekistan,14400,95349
Choszczno,Zachodniopomorskie,Poland,14399,64012
Short Hills,New Jersey,United States,14398,83156
Sorso,Sardegna,Italy,14397,12932
Lohfelden,Hesse,Germany,14395,31470
Sainte-Maxime,Provence-Alpes-Cote dAzur,France,14394,19778
Woippy,Grand Est,France,14394,33033
Chiconquiaco,Veracruz,Mexico,14394,20304
Lubbeek,Flanders,Belgium,14393,83655
Kihoku,Mie,Japan,14392,24407
Majia,Gansu,China,14391,80519
Hargawan,Bihar,India,14391,12521
Liestal,Basel-Landschaft,Switzerland,14390,94622
San Cristobal,Santa Fe,Argentina,14389,10783
Stafa,Zurich,Switzerland,14389,52666
Lobau,Saxony,Germany,14389,26798
Rheydt,North Rhine-Westphalia,Germany,14389,84091
Spenge,North Rhine-Westphalia,Germany,14389,86303
Anomabu,Central,Ghana,14389,11103
Zaysan,East Kazakhstan,Kazakhstan,14389,64043
Mohanpur Gaughata,Bihar,India,14388,80845
Yamada,Iwate,Japan,14388,43939
Kusnacht,Zurich,Switzerland,14387,69042
Rokycany,Plzensky Kraj,Czechia,14386,84170
Shchigry,Kurskaya Oblast,Russia,14386,22135
Karempudi,Andhra Pradesh,India,14385,71948
Maria,Siquijor,Philippines,14385,96481
Vasad,Gujarat,India,14384,69756
Ladainha,Minas Gerais,Brazil,14383,49404
Pont-a-Mousson,Grand Est,France,14383,12589
Somerton,Arizona,United States,14383,85567
West Derby,Liverpool,United Kingdom,14382,19695
Lauro Muller,Santa Catarina,Brazil,14381,91063
La Carlota,Andalusia,Spain,14381,15722
Puraini,Bihar,India,14381,59874
Kamatgi,Maharashtra,India,14380,10841
Impruneta,Tuscany,Italy,14379,28731
New Hamburg,Ontario,Canada,14379,10645
Opwijk,Flanders,Belgium,14378,42116
Villa Rica,Cauca,Colombia,14378,50983
Abinsk,Krasnodarskiy Kray,Russia,14378,39402
Zeven,Lower Saxony,Germany,14376,59158
Morpeth,Northumberland,United Kingdom,14376,46469
Tezu,Arunachal Pradesh,India,14376,70576
Sanlucar la Mayor,Andalusia,Spain,14375,23908
Ozarow Mazowiecki,Mazowieckie,Poland,14375,70269
Doria Sonapur,Bihar,India,14374,52231
Penuganchiprolu,Andhra Pradesh,India,14374,55221
Sailana,Madhya Pradesh,India,14372,22715
West Drayton,Hillingdon,United Kingdom,14370,48398
Boguchar,Voronezhskaya Oblast,Russia,14370,72372
Rosarno,Calabria,Italy,14369,45324
Nacozari Viejo,Sonora,Mexico,14369,29338
Vatluru,Andhra Pradesh,India,14368,17387
Patiali,Uttar Pradesh,India,14366,98708
Churumuco de Morelos,Michoacan,Mexico,14366,36175
Miena,Sikasso,Mali,14365,40795
Lindenhurst,Illinois,United States,14365,47429
Elizabethton,Tennessee,United States,14364,73105
West Nipissing / Nipissing Ouest,Ontario,Canada,14364,13801
Moncks Corner,South Carolina,United States,14362,17413
Dumas,Texas,United States,14362,27665
Barela,Madhya Pradesh,India,14361,86392
Neu-Anspach,Hesse,Germany,14359,18187
Bollullos par del Condado,Andalusia,Spain,14359,74989
Saint-Omer,Hauts-de-France,France,14358,35784
Otley,Leeds,United Kingdom,14357,59454
Santa Rosalia,Baja California Sur,Mexico,14357,23805
Srbobran,Srbobran,Serbia,14357,51715
Sidi Azzouz,Rabat-Sale-Kenitra,Morocco,14356,63411
Jitauna,Bahia,Brazil,14355,52186
Miho,Ibaraki,Japan,14355,83111
Volgorechensk,Kostromskaya Oblast,Russia,14355,38093
Serinhisar,Denizli,Turkey,14355,84625
Artsyz,Odeska Oblast,Ukraine,14355,32474
North New Hyde Park,New York,United States,14354,18154
Bainbridge,Georgia,United States,14353,32064
Thondiamannu,Kerala,India,14352,39398
Shepherdsville,Kentucky,United States,14351,53869
Simoes,Piaui,Brazil,14350,19646
Saddle Brook,New Jersey,United States,14349,69671
Carmopolis de Minas,Minas Gerais,Brazil,14348,69707
Grafing bei Munchen,Bavaria,Germany,14348,35391
Persan,Ile-de-France,France,14348,38822
Ozark,Alabama,United States,14348,47872
Breyten,Mpumalanga,South Africa,14347,97535
Huron,South Dakota,United States,14347,85048
Fallsburg,New York,United States,14346,39340
Baulia,Bihar,India,14345,91605
Bihpuriagaon,Assam,India,14345,14502
Iheddadene,Oriental,Morocco,14345,58020
Jacksonville,Alabama,United States,14345,99543
Zhutang,Changhua,Taiwan,14343,30971
Bedford,Massachusetts,United States,14343,68376
Jiaoxiyakou,Yunnan,China,14342,16037
Balangiga,Eastern Samar,Philippines,14341,60307
Narhan,Bihar,India,14340,37361
Bhanukumari,West Bengal,India,14340,24466
Tianguistengo,Hidalgo,Mexico,14340,19627
Alto Longa,Piaui,Brazil,14339,31593
Tavros,Attiki,Greece,14339,61697
Strathmore,Alberta,Canada,14339,95620
Leno,Lombardy,Italy,14338,33149
Hindalgi,Karnataka,India,14337,26737
Monte Alegre de Sergipe,Sergipe,Brazil,14336,77854
Castelsarrasin,Occitanie,France,14335,55487
San Andres Timilpan,Mexico,Mexico,14335,35314
Covington,Georgia,United States,14334,45287
Hershey,Pennsylvania,United States,14334,40451
Conisbrough,Doncaster,United Kingdom,14333,80963
Muttukuru,Andhra Pradesh,India,14333,47371
Pelham,New Hampshire,United States,14333,34630
Lakhsetipet,Andhra Pradesh,India,14332,61236
Hasami,Nagasaki,Japan,14332,43667
Belazao,Antananarivo,Madagascar,14332,35099
Privolzhsk,Ivanovskaya Oblast,Russia,14332,92382
Degache,Tozeur,Tunisia,14332,93421
Yanshuiguan,Shaanxi,China,14331,87604
Riegelsberg,Saarland,Germany,14331,92635
Horta,Azores,Portugal,14331,48098
Mascali,Sicilia,Italy,14330,37873
Anpachi,Gifu,Japan,14330,33558
Saldana,Tolima,Colombia,14329,70123
Palda,Madhya Pradesh,India,14329,40518
Baia-Sprie,Maramures,Romania,14329,62763
Latham,New York,United States,14327,84716
Chesterton,Indiana,United States,14326,69172
Walajabad,Tamil Nadu,India,14325,92131
Vil'nyans'k,Zaporizka Oblast,Ukraine,14324,99276
High River,Alberta,Canada,14324,13750
Gua,India,India,14323,21881
Jori Kalan,Jharkhand,India,14323,29606
Polaia Kalan,Madhya Pradesh,India,14322,26819
Chikhli Kalan,Madhya Pradesh,India,14322,38755
Tepecoyo,La Libertad,El Salvador,14322,35811
Kottavalasa,Andhra Pradesh,India,14321,68122
Ustka,Pomorskie,Poland,14321,47697
Sadovoye,Odeska Oblast,Ukraine,14321,71196
Tenerife,Magdalena,Colombia,14320,28344
Ollioules,Provence-Alpes-Cote dAzur,France,14320,30656
Kizhariyur,Kerala,India,14320,36382
Candelaria,Puerto Rico,Puerto Rico,14319,41031
Balangkas,Bataan,Philippines,14318,81349
Estremoz,Evora,Portugal,14318,70574
Uxbridge,Massachusetts,United States,14318,77260
Robbinsdale,Minnesota,United States,14318,67529
Karkudalpatti,Tamil Nadu,India,14316,11494
Doctor Juan Eulogio Estigarribia,Caaguazu,Paraguay,14316,28363
Viraghattam,Andhra Pradesh,India,14315,31812
Bradley Gardens,New Jersey,United States,14315,30437
Salimpur,Bihar,India,14314,17160
Radzymin,Mazowieckie,Poland,14314,51343
Peumo,Libertador General Bernardo OHiggins,Chile,14313,33593
Hobe Sound,Florida,United States,14313,10284
Iflissen,Tizi Ouzou,Algeria,14311,58083
Lich,Hesse,Germany,14310,47851
Flers,Normandie,France,14308,30378
Murak,Hamah,Syria,14307,18491
Mangoli,Karnataka,India,14306,75500
Tsukawaki,Oita,Japan,14306,76436
Amay,Wallonia,Belgium,14305,11459
Rehlingen-Siersburg,Saarland,Germany,14305,23680
Sarqan,Zhetisu,Kazakhstan,14305,29305
Santo Antonio dos Lopes,Maranhao,Brazil,14304,45301
Huliyar,Karnataka,India,14304,42692
Chudovo,Novgorodskaya Oblast,Russia,14302,49347
Fakola,Sikasso,Mali,14301,27189
Kidbrooke,Greenwich,United Kingdom,14300,17595
Nagongera,Tororo,Uganda,14300,94148
Romitan Shahri,Buxoro,Uzbekistan,14300,74370
Sariosiyo,Surxondaryo,Uzbekistan,14300,11921
Chenove,Bourgogne-Franche-Comte,France,14299,12387
Kambainellur,Tamil Nadu,India,14299,86266
Nantucket,Massachusetts,United States,14299,90366
Rock Ferry,Wirral,United Kingdom,14298,14825
Dayr al Barsha,Al Minya,Egypt,14297,15282
Baruun-Urt,Suhbaatar,Mongolia,14297,23869
Coronel Bogado,Itapua,Paraguay,14297,25451
Shirley,Croydon,United Kingdom,14296,27905
Krasnyy Kut,Saratovskaya Oblast,Russia,14296,12698
Pollokshaws,East Renfrewshire,United Kingdom,14295,29996
Algarrobo,Magdalena,Colombia,14294,26892
Algarrobo,Magdalena,Colombia,14294,58068
Buckingham,Buckinghamshire,United Kingdom,14294,81726
Korangal,Andhra Pradesh,India,14294,88702
Omegna,Piedmont,Italy,14294,39689
Eski Ikan,Turkistan,Kazakhstan,14294,41604
Ushkonyr,Almaty,Kazakhstan,14294,79457
Ocher,Permskiy Kray,Russia,14294,27243
Ambohimanga Atsimo,Fianarantsoa,Madagascar,14293,53787
Orbetello,Tuscany,Italy,14292,44315
Nasice,Osjecko-Baranjska Zupanija,Croatia,14291,42035
Sison,Surigao del Norte,Philippines,14290,44844
Krasnozavodsk,Moskovskaya Oblast,Russia,14290,26820
Iona,Florida,United States,14290,98005
Chiaravalle,Marche,Italy,14289,56676
Altinekin,Konya,Turkey,14289,59914
Chard,Somerset,United Kingdom,14287,10735
Anantarazupeta,Andhra Pradesh,India,14287,82750
Bariariya,Bihar,India,14287,33968
Bousso,Chari-Baguirmi,Chad,14286,54624
Ban Don Kaeo,Chiang Mai,Thailand,14286,65746
Shimada,Aomori,Japan,14282,80264
Mjolby,Ostergotland,Sweden,14282,46497
Gualdo Tadino,Umbria,Italy,14281,17241
New Kingman-Butler,Arizona,United States,14281,92996
Unguturu,Andhra Pradesh,India,14280,86008
East Milton,Florida,United States,14280,71639
Benito Juarez,Buenos Aires,Argentina,14279,27057
Bikkavolu,Andhra Pradesh,India,14278,59700
Bialy Kamien,Dolnoslaskie,Poland,14278,24432
Puxinana,Paraiba,Brazil,14277,71488
Patcham,Brighton and Hove,United Kingdom,14277,28953
Santa Maria a Vico,Campania,Italy,14277,92833
El Barrio de la Soledad,Oaxaca,Mexico,14277,82232
Razan,Hamadan,Iran,14275,39347
Nkhata Bay,Nkhata Bay,Malawi,14274,31249
Ucar,Ucar,Azerbaijan,14273,63458
Ghaura,Madhya Pradesh,India,14273,95193
Vedasandur,Tamil Nadu,India,14273,98496
Mongeri,Southern,Sierra Leone,14273,57668
Ban Nong Kula,Phitsanulok,Thailand,14273,93442
Pak Thong Chai,Nakhon Ratchasima,Thailand,14272,12802
Ban Tha Thong,Phitsanulok,Thailand,14270,28033
Tendrara,Oriental,Morocco,14269,45088
Cienega de Flores,Nuevo Leon,Mexico,14268,27527
Pineville,Louisiana,United States,14268,21964
Bokonbaev,Ysyk-Kol,Kyrgyzstan,14267,51005
Manoharpur,Jharkhand,India,14265,95234
Det Udom,Ubon Ratchathani,Thailand,14264,14406
Weston,Halton,United Kingdom,14263,61761
Mannur,Karnataka,India,14263,72347
Mionica,Mionica,Serbia,14263,83127
Poynton,Cheshire East,United Kingdom,14260,13119
Morokweng,North West,South Africa,14260,68935
Shipley,Bradford,United Kingdom,14259,68327
Chikitigarh,Odisha,India,14258,62749
Haramachida,Tokyo,Japan,14257,69094
Maisach,Bavaria,Germany,14256,97409
Levoca,Presov,Slovakia,14256,92485
Little Falls,New Jersey,United States,14256,17651
Belm,Lower Saxony,Germany,14255,36896
Rustington,West Sussex,United Kingdom,14255,20370
Zozocolco de Hidalgo,Veracruz,Mexico,14254,54552
Mondolfo,Marche,Italy,14252,16777
Hidalgo,Texas,United States,14250,10113
Athens,Tennessee,United States,14250,10531
Imbau,Parana,Brazil,14249,19714
Svrljig,Svrljig,Serbia,14249,13410
Jefferson,Georgia,United States,14249,84772
Murrhardt,Baden-Wurttemberg,Germany,14248,34608
Raje,Bihar,India,14248,18324
Maria da Fe,Minas Gerais,Brazil,14247,86695
Aibongo,Tombouctou,Mali,14247,44494
Villa La Angostura,Neuquen,Argentina,14246,64222
Brazopolis,Minas Gerais,Brazil,14246,50985
Mittegrossefehn,Lower Saxony,Germany,14246,45416
Seacroft,Leeds,United Kingdom,14246,55600
Kukdeshwar,Madhya Pradesh,India,14246,19453
Prieska,Northern Cape,South Africa,14246,37921
Van Buren,New York,United States,14246,76469
Opera,Lombardy,Italy,14245,76586
Kodanad,Kerala,India,14244,35392
Arvika,Varmland,Sweden,14244,42177
Wingene,Flanders,Belgium,14243,65182
Horw,Luzern,Switzerland,14243,68081
Crepy-en-Valois,Hauts-de-France,France,14243,98387
Kelafo,Sumale,Ethiopia,14242,21106
Neftcala,Neftcala,Azerbaijan,14241,62754
Padavedu,Tamil Nadu,India,14241,16878
Manuel Ribas,Parana,Brazil,14240,10792
Sabinopolis,Minas Gerais,Brazil,14240,21367
Toubakoro,Koulikoro,Mali,14239,48731
Bruhl,Baden-Wurttemberg,Germany,14238,19547
Saren,Bihar,India,14238,38568
Sines,Setubal,Portugal,14238,72907
Knic,Knic,Serbia,14237,60212
Kashti,Maharashtra,India,14235,52331
Mahavanona,Antsiranana,Madagascar,14235,74379
Mapanas,Northern Samar,Philippines,14234,99843
Wennigsen,Lower Saxony,Germany,14233,14138
West Freehold,New Jersey,United States,14233,57112
Pannimadai,Tamil Nadu,India,14232,83229
Warrenville,Illinois,United States,14232,21394
Turvo,Parana,Brazil,14231,99412
Aldenhoven,North Rhine-Westphalia,Germany,14231,49095
San Giorgio Ionico,Puglia,Italy,14231,13353
Forfar,Angus,United Kingdom,14230,56132
Bad Camberg,Hesse,Germany,14229,75064
Saint-Orens-de-Gameville,Occitanie,France,14229,65121
Nagardevla Budrukh,Maharashtra,India,14229,25205
Powell,Ohio,United States,14229,14628
Al Mu`addamiyah,Rif Dimashq,Syria,14228,62600
Plattling,Bavaria,Germany,14227,48095
Douar Hammadi,Marrakech-Safi,Morocco,14227,68844
Borborema,Sao Paulo,Brazil,14226,57049
Marianske Lazne,Karlovarsky Kraj,Czechia,14225,31433
Kouroussa,Kankan,Guinea,14223,85594
Ishikawa,Fukushima,Japan,14222,22093
Maldon,Essex,United Kingdom,14220,26684
Terkuvenganallur,Tamil Nadu,India,14220,70321
Barkuhi,Madhya Pradesh,India,14220,94520
Agidel,Bashkortostan,Russia,14219,61305
East Rancho Dominguez,California,United States,14219,72025
Caldas,Minas Gerais,Brazil,14217,24907
Shichinohe,Aomori,Japan,14217,64057
Aqkol,Aqmola,Kazakhstan,14217,22921
Chebrolu,Andhra Pradesh,India,14216,95938
Oleggio,Piedmont,Italy,14215,56794
Sierra Vista Southeast,Arizona,United States,14213,78618
Ad Dab`ah,Matruh,Egypt,14212,82610
Kearsley,Bolton,United Kingdom,14212,39330
North Mankato,Minnesota,United States,14212,27623
Edingen-Neckarhausen,Baden-Wurttemberg,Germany,14211,70277
Mykolaivka,Donetska Oblast,Ukraine,14210,10459
Wulong,Guangdong,China,14207,75037
Natchez,Mississippi,United States,14207,62915
Antas,Bahia,Brazil,14206,66172
Sremska Kamenica,Serbia,Serbia,14205,78337
Piney Green,North Carolina,United States,14205,38831
Siddapur,Karnataka,India,14204,26847
Alangudi,Tamil Nadu,India,14204,10997
Rescaldina,Lombardy,Italy,14204,32025
Minamiaizu,Fukushima,Japan,14204,74784
Kartuzy,Pomorskie,Poland,14204,16384
Koprukoy,Erzurum,Turkey,14204,88759
Adustina,Bahia,Brazil,14201,58067
Panr,Bihar,India,14201,21198
Assenede,Flanders,Belgium,14200,44446
Sarvar,Vas,Hungary,14200,19382
Begowal,Punjab,India,14200,34120
Bochil,Chiapas,Mexico,14200,45465
Kaoma,Western,Zambia,14200,36950
Kalkar,North Rhine-Westphalia,Germany,14199,78462
Feldkirchen,Karnten,Austria,14198,25735
Mittweida,Saxony,Germany,14198,24223
Bishops Cleeve,Gloucestershire,United Kingdom,14198,25362
Hautmont,Hauts-de-France,France,14197,49986
Tranas,Jonkoping,Sweden,14197,33409
Miraima,Ceara,Brazil,14196,77933
Kawaii,Yamagata,Japan,14196,89987
Almoloya de Alquisiras,Mexico,Mexico,14196,15814
Haaren,Noord-Brabant,Netherlands,14195,32888
Jefferson Valley-Yorktown,New York,United States,14195,83058
Odlabari,West Bengal,India,14194,32169
Shinto,Gunma,Japan,14193,69126
Ayomi,Couffo,Benin,14191,95918
Douarnenez,Bretagne,France,14188,91124
Tamarakulam,Tamil Nadu,India,14188,55127
Montelupo Fiorentino,Tuscany,Italy,14187,25762
Jacksonville,Texas,United States,14186,25577
Caerfyrddin,Carmarthenshire,United Kingdom,14185,30931
Juan de Acosta,Atlantico,Colombia,14184,70302
Leyton,Waltham Forest,United Kingdom,14184,85506
Mankera,Punjab,Pakistan,14184,49278
Puerto Deseado,Santa Cruz,Argentina,14183,68169
Pansemal,Madhya Pradesh,India,14182,95581
Willowick,Ohio,United States,14182,91455
Vinto,Cochabamba,Bolivia,14180,72775
Grenaa,Midtjylland,Denmark,14179,85885
Mnagueur,Ouargla,Algeria,14179,59203
Khat Azakane,Marrakech-Safi,Morocco,14178,16058
Nallagunta,Andhra Pradesh,India,14176,79051
Talbahat,Uttar Pradesh,India,14176,78866
Waimalu,Hawaii,United States,14176,65180
Klasterec nad Ohri,Ustecky Kraj,Czechia,14175,53825
Dippoldiswalde,Saxony,Germany,14174,93281
Leuna,Saxony-Anhalt,Germany,14174,84514
Pirangut,Maharashtra,India,14174,92475
Bhulwal,Jammu and Kashmir,India,14174,25264
Birqash,Al Jizah,Egypt,14172,36615
Bamble,Vestfold og Telemark,Norway,14172,42165
Hythe,Kent,United Kingdom,14170,52722
Hajdusamson,Hajdu-Bihar,Hungary,14170,44880
Indiana,Pennsylvania,United States,14170,94130
Grunstadt,Rhineland-Palatinate,Germany,14169,91059
Ashtead,Surrey,United Kingdom,14169,11701
Bua Yai,Nakhon Ratchasima,Thailand,14168,69430
Sao Jose do Cedro,Santa Catarina,Brazil,14167,65615
Mers el Hadjad,Oran,Algeria,14167,49237
Orumanayur,Kerala,India,14167,44378
Mirandiba,Pernambuco,Brazil,14166,30736
Uslar,Lower Saxony,Germany,14166,16343
Santol,La Union,Philippines,14166,25797
Fianga,Mayo-Kebbi-Est,Chad,14166,63857
Barwon Heads,Victoria,Australia,14165,97411
Hemsworth,Wakefield,United Kingdom,14165,51864
Raghudebbati,West Bengal,India,14165,51123
Khmis Sidi al 'Aydi,Casablanca-Settat,Morocco,14165,84864
Wilkinsburg,Pennsylvania,United States,14165,77561
Ardmore,Pennsylvania,United States,14165,10105
Katravulapalle,Andhra Pradesh,India,14164,96379
Krasnovishersk,Permskiy Kray,Russia,14164,29476
Ukrainka,Kyivska Oblast,Ukraine,14163,74147
Collingswood,New Jersey,United States,14163,52112
Armthorpe,Doncaster,United Kingdom,14162,58610
Antarvedipalem,Andhra Pradesh,India,14162,76234
Juan Aldama,Zacatecas,Mexico,14162,54230
Jitwarpur Kumhra,Bihar,India,14160,51706
Taki,Mie,Japan,14160,97659
Plewiska,Wielkopolskie,Poland,14160,75032
Federal Heights,Colorado,United States,14160,51920
Grajales,Puebla,Mexico,14159,29875
Staszow,Swietokrzyskie,Poland,14158,78833
Pulur,Andhra Pradesh,India,14157,62129
Tazert,Marrakech-Safi,Morocco,14156,75744
Wells Branch,Texas,United States,14156,29700
Alto Santo,Ceara,Brazil,14155,97327
Shergarh,Punjab,Pakistan,14152,82769
Buhusi,Bacau,Romania,14152,11891
St. Helens,Oregon,United States,14152,68520
Kutavur,Kerala,India,14151,57594
Clearview,Ontario,Canada,14151,74190
Southchase,Florida,United States,14149,12039
Beronono,Antananarivo,Madagascar,14148,29673
Shanliang,Hainan,China,14147,52412
Sanjiang Nongchang,Hainan,China,14147,38436
Sao Martinho do Bispo,Coimbra,Portugal,14147,18186
